"transaction_product_id","transaction_id","product_version_id"
40593,593,350
40594,594,327
40595,595,390
40596,596,250
40597,597,88
40598,598,132
40599,599,3
40600,600,320
40601,601,281
40602,602,238
40603,603,319
40604,604,245
40605,605,387
40606,606,224
40607,607,64
40608,608,48
40609,609,12
40610,610,59
40611,611,195
40612,612,120
40613,613,157
40614,614,383
40615,615,35
40616,616,248
40617,617,72
40618,618,22
40619,619,88
40620,620,142
40621,621,364
40622,622,238
40623,623,255
40624,624,108
40625,625,337
40626,626,335
40627,627,207
40628,628,351
40629,629,50
40630,630,378
40631,631,351
40632,632,364
40633,633,213
40634,634,254
40635,635,16
40636,636,176
40637,637,245
40638,638,268
40639,639,328
40640,640,268
40641,641,381
40642,642,202
40643,643,65
40644,644,269
40645,645,332
40646,646,351
40647,647,161
40648,648,306
40649,649,25
40650,650,229
40651,651,111
40652,652,227
40653,653,331
40654,654,107
40655,655,101
40656,656,331
40657,657,190
40658,658,202
40659,659,104
40660,660,392
40661,661,145
40662,662,16
40663,663,45
40664,664,50
40665,665,175
40666,666,364
40667,667,338
40668,668,380
40669,669,270
40670,670,14
40671,671,179
40672,672,73
40673,673,262
40674,674,380
40675,675,97
40676,676,202
40677,677,90
40678,678,262
40679,679,12
40680,680,73
40681,681,136
40682,682,335
40683,683,8
40684,684,332
40685,685,34
40686,686,161
40687,687,100
40688,688,303
40689,689,261
40690,690,132
40691,691,101
40692,692,321
40693,693,101
40694,694,326
40695,695,168
40696,696,111
40697,697,289
40698,698,261
40699,699,78
40700,700,4
40701,701,170
40702,702,161
40703,703,383
40704,704,251
40705,705,220
40706,706,161
40707,707,250
40708,708,252
40709,709,11
40710,710,395
40711,711,176
40712,712,305
40713,713,298
40714,714,69
40715,715,48
40716,716,123
40717,717,395
40718,718,292
40719,719,388
40720,720,336
40721,721,395
40722,722,212
40723,723,308
40724,724,31
40725,725,230
40726,726,45
40727,727,255
40728,728,325
40729,729,214
40730,730,394
40731,731,251
40732,732,176
40733,733,220
40734,734,256
40735,735,73
40736,736,334
40737,737,229
40738,738,331
40739,739,27
40740,740,351
40741,741,156
40742,742,108
40743,743,180
40744,744,168
40745,745,380
40746,746,377
40747,747,73
40748,748,222
40749,749,248
40750,750,136
40751,751,325
40752,752,396
40753,753,190
40754,754,59
40755,755,31
40756,756,78
40757,757,46
40758,758,255
40759,759,255
40760,760,101
40761,761,227
40762,762,95
40763,763,210
40764,764,380
40765,765,136
40766,766,381
40767,767,314
40768,768,35
40769,769,380
40770,770,227
40771,771,388
40772,772,4
40773,773,353
40774,774,72
40775,775,288
40776,776,111
40777,777,176
40778,778,207
40779,779,120
40780,780,255
40781,781,391
40782,782,380
40783,783,279
40784,784,35
40785,785,335
40786,786,200
40787,787,295
40788,788,238
40789,789,310
40790,790,105
40791,791,125
40792,792,252
40793,793,351
40794,794,45
40795,795,395
40796,796,45
40797,797,202
40798,798,351
40799,799,351
40800,800,392
40801,801,196
40802,802,321
40803,803,179
40804,804,72
40805,805,34
40806,806,337
40807,807,72
40808,808,332
40809,809,16
40810,810,298
40811,811,308
40812,812,229
40813,813,60
40814,814,324
40815,815,190
40816,816,268
40817,817,105
40818,818,135
40819,819,286
40820,820,73
40821,821,120
40822,822,312
40823,823,170
40824,824,136
40825,825,202
40826,826,327
40827,827,46
40828,828,155
40829,829,144
40830,830,305
40831,831,361
40832,832,187
40833,833,210
40834,834,341
40835,835,105
40836,836,291
40837,837,60
40838,838,195
40839,839,161
40840,840,202
40841,841,312
40842,842,251
40843,843,328
40844,844,303
40845,845,2
40846,846,388
40847,847,161
40848,848,347
40849,849,82
40850,850,381
40851,851,58
40852,852,342
40853,853,107
40854,854,73
40855,855,120
40856,856,336
40857,857,73
40858,858,35
40859,859,303
40860,860,168
40861,861,187
40862,862,87
40863,863,50
40864,864,268
40865,865,107
40866,866,145
40867,867,3
40868,868,341
40869,869,377
40870,870,308
40871,871,347
40872,872,270
40873,873,168
40874,874,8
40875,875,113
40876,876,303
40877,877,89
40878,878,194
40879,879,351
40880,880,3
40881,881,304
40882,882,100
40883,883,286
40884,884,170
40885,885,321
40886,886,101
40887,887,11
40888,888,334
40889,889,392
40890,890,110
40891,891,303
40892,892,387
40893,893,100
40894,894,340
40895,895,353
40896,896,25
40897,897,291
40898,898,108
40899,899,245
40900,900,379
40901,901,396
40902,902,297
40903,903,35
40904,904,179
40905,905,327
40906,906,78
40907,907,395
40908,908,381
40909,909,46
40910,910,390
40911,911,321
40912,912,238
40913,913,381
40914,914,59
40915,915,353
40916,916,60
40917,917,25
40918,918,175
40919,919,250
40920,920,168
40921,921,31
40922,922,248
40923,923,380
40924,924,120
40925,925,113
40926,926,361
40927,927,330
40928,928,252
40929,929,383
40930,930,257
40931,931,227
40932,932,139
40933,933,265
40934,934,168
40935,935,168
40936,936,120
40937,937,175
40938,938,156
40939,939,179
40940,940,302
40941,941,319
40942,942,149
40943,943,64
40944,944,229
40945,945,254
40946,946,168
40947,947,347
40948,948,269
40949,949,139
40950,950,328
40951,951,261
40952,952,324
40953,953,213
40954,954,353
40955,955,281
40956,956,303
40957,957,88
40958,958,132
40959,959,248
40960,960,48
40961,961,303
40962,962,328
40963,963,214
40964,964,334
40965,965,139
40966,966,16
40967,967,312
40968,968,321
40969,969,269
40970,970,228
40971,971,361
40972,972,395
40973,973,337
40974,974,353
40975,975,200
40976,976,330
40977,977,214
40978,978,320
40979,979,290
40980,980,107
40981,981,115
40982,982,351
40983,983,328
40984,984,377
40985,985,334
40986,986,125
40987,987,27
40988,988,138
40989,989,111
40990,990,304
40991,991,238
40992,992,144
40993,993,132
40994,994,31
40995,995,351
40996,996,78
40997,997,343
40998,998,189
40999,999,12
41000,1000,22
41001,1001,300
41002,1002,319
41003,1003,381
41004,1004,19
41005,1005,115
41006,1006,383
41007,1007,25
41008,1008,252
41009,1009,395
41010,1010,306
41011,1011,341
41012,1012,334
41013,1013,111
41014,1014,270
41015,1015,176
41016,1016,11
41017,1017,228
41018,1018,249
41019,1019,341
41020,1020,227
41021,1021,214
41022,1022,210
41023,1023,216
41024,1024,93
41025,1025,312
41026,1026,64
41027,1027,381
41028,1028,222
41029,1029,228
41030,1030,213
41031,1031,72
41032,1032,189
41033,1033,213
41034,1034,187
41035,1035,366
41036,1036,89
41037,1037,35
41038,1038,341
41039,1039,101
41040,1040,286
41041,1041,202
41042,1042,228
41043,1043,248
41044,1044,329
41045,1045,132
41046,1046,179
41047,1047,353
41048,1048,308
41049,1049,302
41050,1050,340
41051,1051,394
41052,1052,100
41053,1053,175
41054,1054,379
41055,1055,272
41056,1056,2
41057,1057,270
41058,1058,245
41059,1059,2
41060,1060,335
41061,1061,330
41062,1062,282
41063,1063,4
41064,1064,347
41065,1065,387
41066,1066,396
41067,1067,75
41068,1068,245
41069,1069,176
41070,1070,115
41071,1071,72
41072,1072,321
41073,1073,252
41074,1074,300
41075,1075,149
41076,1076,123
41077,1077,256
41078,1078,252
41079,1079,279
41080,1080,390
41081,1081,16
41082,1082,338
41083,1083,342
41084,1084,245
41085,1085,249
41086,1086,248
41087,1087,89
41088,1088,270
41089,1089,351
41090,1090,210
41091,1091,325
41092,1092,87
41093,1093,45
41094,1094,288
41095,1095,212
41096,1096,335
41097,1097,46
41098,1098,139
41099,1099,59
41100,1100,308
41101,1101,264
41102,1102,254
41103,1103,144
41104,1104,305
41105,1105,365
41106,1106,31
41107,1107,132
41108,1108,4
41109,1109,328
41110,1110,252
41111,1111,312
41112,1112,256
41113,1113,59
41114,1114,78
41115,1115,361
41116,1116,238
41117,1117,325
41118,1118,89
41119,1119,395
41120,1120,27
41121,1121,212
41122,1122,366
41123,1123,93
41124,1124,155
41125,1125,16
41126,1126,326
41127,1127,331
41128,1128,210
41129,1129,108
41130,1130,97
41131,1131,143
41132,1132,132
41133,1133,379
41134,1134,396
41135,1135,115
41136,1136,100
41137,1137,72
41138,1138,341
41139,1139,36
41140,1140,64
41141,1141,3
41142,1142,50
41143,1143,365
41144,1144,227
41145,1145,93
41146,1146,27
41147,1147,34
41148,1148,144
41149,1149,212
41150,1150,380
41151,1151,60
41152,1152,303
41153,1153,265
41154,1154,272
41155,1155,187
41156,1156,269
41157,1157,111
41158,1158,383
41159,1159,366
41160,1160,8
41161,1161,229
41162,1162,82
41163,1163,59
41164,1164,161
41165,1165,341
41166,1166,248
41167,1167,45
41168,1168,286
41169,1169,187
41170,1170,157
41171,1171,113
41172,1172,324
41173,1173,101
41174,1174,87
41175,1175,254
41176,1176,378
41177,1177,132
41178,1178,344
41179,1179,161
41180,1180,120
41181,1181,52
41182,1182,347
41183,1183,304
41184,1184,175
41185,1185,168
41186,1186,245
41187,1187,270
41188,1188,210
41189,1189,395
41190,1190,366
41191,1191,227
41192,1192,334
41193,1193,45
41194,1194,138
41195,1195,303
41196,1196,168
41197,1197,218
41198,1198,390
41199,1199,115
41200,1200,65
41201,1201,390
41202,1202,224
41203,1203,144
41204,1204,255
41205,1205,210
41206,1206,52
41207,1207,298
41208,1208,335
41209,1209,388
41210,1210,248
41211,1211,379
41212,1212,216
41213,1213,85
41214,1214,97
41215,1215,340
41216,1216,36
41217,1217,187
41218,1218,186
41219,1219,145
41220,1220,245
41221,1221,156
41222,1222,41
41223,1223,4
41224,1224,202
41225,1225,265
41226,1226,95
41227,1227,45
41228,1228,25
41229,1229,136
41230,1230,245
41231,1231,115
41232,1232,388
41233,1233,340
41234,1234,351
41235,1235,105
41236,1236,88
41237,1237,175
41238,1238,201
41239,1239,8
41240,1240,340
41241,1241,272
41242,1242,329
41243,1243,310
41244,1244,220
41245,1245,180
41246,1246,25
41247,1247,35
41248,1248,12
41249,1249,144
41250,1250,85
41251,1251,222
41252,1252,242
41253,1253,4
41254,1254,386
41255,1255,252
41256,1256,319
41257,1257,156
41258,1258,328
41259,1259,187
41260,1260,57
41261,1261,228
41262,1262,33
41263,1263,27
41264,1264,282
41265,1265,213
41266,1266,286
41267,1267,105
41268,1268,78
41269,1269,252
41270,1270,144
41271,1271,319
41272,1272,293
41273,1273,85
41274,1274,41
41275,1275,269
41276,1276,325
41277,1277,120
41278,1278,2
41279,1279,290
41280,1280,351
41281,1281,33
41282,1282,269
41283,1283,134
41284,1284,347
41285,1285,82
41286,1286,189
41287,1287,176
41288,1288,220
41289,1289,268
41290,1290,347
41291,1291,291
41292,1292,325
41293,1293,179
41294,1294,72
41295,1295,381
41296,1296,387
41297,1297,249
41298,1298,381
41299,1299,224
41300,1300,136
41301,1301,59
41302,1302,93
41303,1303,329
41304,1304,179
41305,1305,248
41306,1306,348
41307,1307,364
41308,1308,297
41309,1309,60
41310,1310,396
41311,1311,351
41312,1312,136
41313,1313,111
41314,1314,395
41315,1315,304
41316,1316,111
41317,1317,187
41318,1318,72
41319,1319,302
41320,1320,268
41321,1321,328
41322,1322,351
41323,1323,89
41324,1324,123
41325,1325,214
41326,1326,123
41327,1327,332
41328,1328,214
41329,1329,8
41330,1330,85
41331,1331,288
41332,1332,255
41333,1333,254
41334,1334,366
41335,1335,105
41336,1336,304
41337,1337,25
41338,1338,377
41339,1339,238
41340,1340,85
41341,1341,353
41342,1342,341
41343,1343,364
41344,1344,35
41345,1345,60
41346,1346,258
41347,1347,45
41348,1348,272
41349,1349,286
41350,1350,113
41351,1351,144
41352,1352,21
41353,1353,304
41354,1354,291
41355,1355,87
41356,1356,342
41357,1357,176
41358,1358,340
41359,1359,176
41360,1360,351
41361,1361,261
41362,1362,153
41363,1363,286
41364,1364,321
41365,1365,8
41366,1366,48
41367,1367,292
41368,1368,395
41369,1369,78
41370,1370,214
41371,1371,50
41372,1372,228
41373,1373,344
41374,1374,63
41375,1375,162
41376,1376,361
41377,1377,248
41378,1378,76
41379,1379,242
41380,1380,60
41381,1381,262
41382,1382,245
41383,1383,120
41384,1384,82
41385,1385,8
41386,1386,281
41387,1387,252
41388,1388,82
41389,1389,255
41390,1390,213
41391,1391,180
41392,1392,224
41393,1393,48
41394,1394,325
41395,1395,229
41396,1396,314
41397,1397,250
41398,1398,132
41399,1399,303
41400,1400,308
41401,1401,282
41402,1402,123
41403,1403,97
41404,1404,364
41405,1405,351
41406,1406,139
41407,1407,89
41408,1408,59
41409,1409,64
41410,1410,381
41411,1411,265
41412,1412,82
41413,1413,265
41414,1414,153
41415,1415,348
41416,1416,82
41417,1417,101
41418,1418,190
41419,1419,254
41420,1420,200
41421,1421,248
41422,1422,351
41423,1423,168
41424,1424,258
41425,1425,265
41426,1426,87
41427,1427,305
41428,1428,25
41429,1429,381
41430,1430,16
41431,1431,335
41432,1432,176
41433,1433,48
41434,1434,265
41435,1435,196
41436,1436,202
41437,1437,25
41438,1438,347
41439,1439,64
41440,1440,331
41441,1441,304
41442,1442,395
41443,1443,227
41444,1444,254
41445,1445,73
41446,1446,329
41447,1447,144
41448,1448,386
41449,1449,144
41450,1450,213
41451,1451,210
41452,1452,245
41453,1453,142
41454,1454,144
41455,1455,321
41456,1456,48
41457,1457,311
41458,1458,194
41459,1459,229
41460,1460,258
41461,1461,338
41462,1462,63
41463,1463,328
41464,1464,136
41465,1465,258
41466,1466,310
41467,1467,142
41468,1468,144
41469,1469,381
41470,1470,334
41471,1471,251
41472,1472,46
41473,1473,350
41474,1474,11
41475,1475,88
41476,1476,288
41477,1477,292
41478,1478,202
41479,1479,82
41480,1480,93
41481,1481,288
41482,1482,82
41483,1483,332
41484,1484,321
41485,1485,330
41486,1486,380
41487,1487,383
41488,1488,194
41489,1489,254
41490,1490,25
41491,1491,265
41492,1492,97
41493,1493,111
41494,1494,179
41495,1495,113
41496,1496,381
41497,1497,170
41498,1498,31
41499,1499,3
41500,1500,72
41501,1501,319
41502,1502,45
41503,1503,335
41504,1504,390
41505,1505,302
41506,1506,379
41507,1507,351
41508,1508,337
41509,1509,265
41510,1510,34
41511,1511,335
41512,1512,64
41513,1513,89
41514,1514,335
41515,1515,347
41516,1516,107
41517,1517,213
41518,1518,353
41519,1519,142
41520,1520,58
41521,1521,324
41522,1522,155
41523,1523,85
41524,1524,288
41525,1525,394
41526,1526,136
41527,1527,329
41528,1528,145
41529,1529,396
41530,1530,270
41531,1531,334
41532,1532,180
41533,1533,145
41534,1534,176
41535,1535,176
41536,1536,279
41537,1537,227
41538,1538,170
41539,1539,120
41540,1540,295
41541,1541,76
41542,1542,338
41543,1543,252
41544,1544,265
41545,1545,216
41546,1546,224
41547,1547,111
41548,1548,136
41549,1549,97
41550,1550,101
41551,1551,75
41552,1552,202
41553,1553,394
41554,1554,161
41555,1555,249
41556,1556,8
41557,1557,386
41558,1558,254
41559,1559,25
41560,1560,180
41561,1561,291
41562,1562,255
41563,1563,387
41564,1564,256
41565,1565,348
41566,1566,361
41567,1567,110
41568,1568,201
41569,1569,351
41570,1570,381
41571,1571,72
41572,1572,250
41573,1573,365
41574,1574,175
41575,1575,58
41576,1576,326
41577,1577,381
41578,1578,46
41579,1579,87
41580,1580,379
41581,1581,189
41582,1582,343
41583,1583,334
41584,1584,279
41585,1585,303
41586,1586,105
41587,1587,270
41588,1588,155
41589,1589,27
41590,1590,75
41591,1591,55
41592,1592,172
41593,1593,210
41594,1594,377
41595,1595,227
41596,1596,364
41597,1597,220
41598,1598,341
41599,1599,25
41600,1600,265
41601,1601,380
41602,1602,64
41603,1603,149
41604,1604,298
41605,1605,111
41606,1606,303
41607,1607,36
41608,1608,341
41609,1609,145
41610,1610,195
41611,1611,64
41612,1612,305
41613,1613,4
41614,1614,230
41615,1615,310
41616,1616,351
41617,1617,261
41618,1618,21
41619,1619,228
41620,1620,335
41621,1621,325
41622,1622,257
41623,1623,35
41624,1624,25
41625,1625,85
41626,1626,286
41627,1627,350
41628,1628,248
41629,1629,168
41630,1630,123
41631,1631,190
41632,1632,8
41633,1633,89
41634,1634,125
41635,1635,132
41636,1636,108
41637,1637,176
41638,1638,292
41639,1639,380
41640,1640,312
41641,1641,380
41642,1642,111
41643,1643,207
41644,1644,189
41645,1645,361
41646,1646,187
41647,1647,351
41648,1648,111
41649,1649,264
41650,1650,321
41651,1651,321
41652,1652,60
41653,1653,212
41654,1654,122
41655,1655,291
41656,1656,213
41657,1657,224
41658,1658,268
41659,1659,60
41660,1660,272
41661,1661,36
41662,1662,16
41663,1663,325
41664,1664,268
41665,1665,108
41666,1666,105
41667,1667,395
41668,1668,105
41669,1669,4
41670,1670,230
41671,1671,251
41672,1672,338
41673,1673,254
41674,1674,298
41675,1675,31
41676,1676,36
41677,1677,305
41678,1678,64
41679,1679,383
41680,1680,395
41681,1681,17
41682,1682,331
41683,1683,44
41684,1684,31
41685,1685,8
41686,1686,270
41687,1687,228
41688,1688,73
41689,1689,330
41690,1690,111
41691,1691,65
41692,1692,379
41693,1693,224
41694,1694,269
41695,1695,35
41696,1696,189
41697,1697,107
41698,1698,108
41699,1699,46
41700,1700,190
41701,1701,311
41702,1702,162
41703,1703,334
41704,1704,107
41705,1705,396
41706,1706,190
41707,1707,364
41708,1708,111
41709,1709,341
41710,1710,351
41711,1711,340
41712,1712,305
41713,1713,16
41714,1714,8
41715,1715,57
41716,1716,381
41717,1717,261
41718,1718,155
41719,1719,21
41720,1720,155
41721,1721,351
41722,1722,142
41723,1723,4
41724,1724,250
41725,1725,341
41726,1726,281
41727,1727,12
41728,1728,350
41729,1729,380
41730,1730,245
41731,1731,334
41732,1732,144
41733,1733,232
41734,1734,229
41735,1735,72
41736,1736,25
41737,1737,347
41738,1738,248
41739,1739,351
41740,1740,175
41741,1741,82
41742,1742,300
41743,1743,343
41744,1744,157
41745,1745,220
41746,1746,312
41747,1747,331
41748,1748,257
41749,1749,327
41750,1750,110
41751,1751,190
41752,1752,168
41753,1753,18
41754,1754,288
41755,1755,330
41756,1756,262
41757,1757,288
41758,1758,82
41759,1759,347
41760,1760,113
41761,1761,303
41762,1762,4
41763,1763,144
41764,1764,101
41765,1765,64
41766,1766,326
41767,1767,330
41768,1768,220
41769,1769,351
41770,1770,248
41771,1771,392
41772,1772,200
41773,1773,282
41774,1774,380
41775,1775,304
41776,1776,73
41777,1777,252
41778,1778,340
41779,1779,285
41780,1780,361
41781,1781,306
41782,1782,272
41783,1783,25
41784,1784,311
41785,1785,335
41786,1786,224
41787,1787,162
41788,1788,381
41789,1789,337
41790,1790,132
41791,1791,351
41792,1792,248
41793,1793,144
41794,1794,108
41795,1795,338
41796,1796,27
41797,1797,270
41798,1798,196
41799,1799,291
41800,1800,380
41801,1801,351
41802,1802,8
41803,1803,196
41804,1804,50
41805,1805,85
41806,1806,314
41807,1807,304
41808,1808,325
41809,1809,257
41810,1810,351
41811,1811,282
41812,1812,320
41813,1813,292
41814,1814,311
41815,1815,16
41816,1816,214
41817,1817,95
41818,1818,341
41819,1819,89
41820,1820,380
41821,1821,175
41822,1822,320
41823,1823,329
41824,1824,228
41825,1825,331
41826,1826,381
41827,1827,95
41828,1828,330
41829,1829,111
41830,1830,145
41831,1831,156
41832,1832,338
41833,1833,361
41834,1834,347
41835,1835,210
41836,1836,274
41837,1837,4
41838,1838,229
41839,1839,270
41840,1840,282
41841,1841,269
41842,1842,314
41843,1843,59
41844,1844,75
41845,1845,381
41846,1846,328
41847,1847,72
41848,1848,138
41849,1849,8
41850,1850,111
41851,1851,325
41852,1852,381
41853,1853,136
41854,1854,4
41855,1855,249
41856,1856,145
41857,1857,361
41858,1858,190
41859,1859,4
41860,1860,342
41861,1861,353
41862,1862,115
41863,1863,144
41864,1864,336
41865,1865,293
41866,1866,298
41867,1867,21
41868,1868,35
41869,1869,364
