"transaction_id","product_id","customer_id","transaction_date","online_order","order_status"
171,100,3121,,false,Approved
172,55,2365,,true,Approved
173,100,2528,,false,Approved
174,10,3151,,false,Approved
175,25,3241,,false,Approved
176,74,1335,,true,Approved
177,90,2234,,false,Approved
178,56,3226,,true,Approved
179,62,1365,,false,Approved
180,20,3349,,true,Approved
181,17,1002,,false,Approved
182,16,2282,,false,Approved
183,46,2656,,false,Approved
184,71,2409,,true,Approved
185,91,1711,,false,Approved
186,17,2582,,true,Approved
187,1,1005,,true,Approved
188,3,1597,,true,Approved
189,56,2713,,true,Approved
190,37,1435,,true,Approved
191,34,1477,,true,Approved
192,0,1614,,true,Approved
193,12,1254,,true,Approved
194,25,1423,,false,Approved
195,81,276,,false,Approved
196,19,1315,,true,Approved
197,45,591,,true,Approved
198,74,1017,,false,Approved
199,33,2123,,false,Approved
200,57,2889,,true,Approved
201,0,3208,,true,Approved
202,23,2406,,true,Approved
203,67,2041,,false,Approved
204,81,1598,,true,Approved
205,58,1842,,true,Approved
206,5,141,,false,Approved
207,94,1321,,false,Approved
208,51,183,,false,Approved
209,59,2591,,false,Approved
210,63,3356,,true,Approved
211,40,766,,true,Approved
212,80,1596,,false,Approved
213,82,520,,false,Approved
214,46,868,,true,Approved
215,78,2999,,false,Approved
216,72,352,,true,Approved
217,75,1140,,false,Approved
218,40,621,,false,Approved
219,2,3307,,false,Approved
220,10,1502,,true,Approved
221,35,936,,false,Approved
222,8,939,,true,Approved
223,2,2698,,false,Approved
224,69,579,,true,Approved
225,54,2036,,true,Approved
226,8,3077,,false,Approved
227,86,369,,true,Approved
228,13,821,,true,Approved
229,19,2687,,true,Approved
230,86,681,,true,Approved
231,46,37,,true,Approved
232,30,3002,,false,Approved
233,92,396,,false,Approved
234,71,550,,true,Approved
235,77,1605,,false,Approved
236,7,2325,,true,Approved
237,23,1420,,true,Approved
238,12,3099,,false,Approved
239,61,1645,,true,Approved
240,21,546,,false,Approved
241,86,2885,,true,Approved
242,57,2740,,false,Approved
243,63,3166,,true,Approved
244,63,3487,,true,Approved
245,33,2890,,true,Approved
246,98,3370,,false,Approved
247,15,3393,,true,Approved
248,57,2410,,false,Approved
249,61,3466,,true,Approved
250,48,1454,,false,Cancelled
251,63,1967,,,Approved
252,78,3089,,false,Approved
253,2,3123,,false,Approved
254,67,2692,,false,Approved
255,67,2801,,true,Cancelled
256,13,1580,,true,Approved
257,65,352,,false,Approved
258,49,1777,,true,Approved
259,87,142,,true,Approved
260,31,3393,,false,Approved
261,17,599,,false,Approved
262,91,1258,,false,Approved
263,53,3405,,true,Approved
264,38,3198,,false,Approved
265,20,834,,false,Approved
266,44,3467,,true,Approved
267,69,3436,,true,Approved
268,68,1516,,false,Approved
269,11,2833,,true,Approved
270,2,2362,,false,Approved
271,27,2337,,false,Approved
272,0,2149,,true,Approved
273,81,2133,,false,Approved
274,6,360,,true,Approved
275,76,2969,,true,Approved
276,18,1720,,false,Approved
277,18,2904,,false,Approved
278,9,754,,false,Approved
279,35,1826,,false,Approved
280,93,2487,,false,Approved
281,40,2815,,false,Approved
282,1,541,,false,Approved
283,16,302,,false,Approved
284,44,2024,,true,Approved
285,48,142,,true,Approved
286,56,768,,true,Approved
287,36,2147,,true,Approved
288,36,529,,true,Approved
289,13,825,,false,Approved
290,55,624,,true,Approved
291,38,2302,,false,Approved
292,64,3380,,false,Approved
293,0,314,,false,Approved
294,79,1079,,true,Approved
295,11,1643,,true,Approved
296,91,1524,,true,Approved
297,18,3205,,true,Approved
298,17,2860,,true,Approved
299,13,772,,false,Approved
300,4,323,,true,Approved
301,78,2530,,,Approved
302,42,2426,,true,Approved
303,48,1883,,false,Approved
304,12,2745,,false,Approved
305,77,2819,,false,Approved
306,25,792,,false,Approved
307,35,923,,false,Approved
308,7,3353,,false,Approved
309,68,3394,,false,Approved
310,75,3213,,false,Approved
311,77,3260,,false,Approved
312,1,1015,,false,Approved
313,81,2266,,false,Approved
314,6,58,,true,Approved
315,40,3118,,true,Approved
316,62,1414,,false,Approved
317,90,2202,,true,Approved
318,32,2144,,true,Approved
319,65,1033,,true,Approved
320,15,2157,,true,Approved
321,36,1097,,false,Approved
322,12,2757,,false,Approved
323,67,87,,true,Approved
324,87,2049,,false,Approved
325,62,952,,true,Approved
326,55,1745,,false,Approved
327,1,40,,true,Approved
328,98,372,,true,Approved
329,79,1627,,true,Approved
330,1,444,,false,Approved
331,61,217,,false,Approved
332,71,1656,,true,Approved
333,58,485,,true,Approved
334,86,2252,,false,Approved
335,95,3103,,false,Approved
336,55,506,,true,Approved
337,82,1615,,,Approved
338,32,1881,,true,Approved
339,65,2903,,true,Approved
340,49,1274,,false,Approved
341,1,1443,,false,Approved
342,24,2091,,false,Approved
343,61,1478,,,Approved
344,7,1493,,false,Approved
345,84,1614,,false,Approved
346,48,476,,false,Approved
347,16,1777,,true,Approved
348,40,940,,false,Approved
349,100,2930,,true,Approved
350,27,2354,,true,Approved
351,59,1582,,false,Approved
352,34,416,,false,Approved
353,18,1013,,true,Approved
354,83,533,,false,Approved
355,82,968,,true,Approved
356,88,727,,true,Approved
357,77,1160,,false,Approved
358,6,3425,,true,Approved
359,10,1614,,true,Approved
360,69,2140,,true,Approved
361,15,2589,,false,Approved
362,7,2920,,true,Approved
363,73,62,,true,Approved
364,32,1112,,false,Approved
365,39,1995,,true,Approved
366,28,1965,,false,Approved
367,0,1614,,false,Approved
368,25,366,,true,Approved
369,32,2682,,false,Approved
370,78,2993,,true,Approved
371,44,1887,,false,Approved
372,56,1692,,true,Approved
373,1,1927,,false,Approved
374,15,2567,,false,Approved
375,17,3276,,true,Approved
376,0,1808,,false,Approved
377,7,2368,,false,Approved
378,53,470,,false,Approved
379,20,3270,,false,Approved
380,3,1683,,true,Approved
381,14,880,,true,Approved
382,83,309,,true,Approved
383,39,1698,,true,Approved
384,67,1434,,false,Approved
385,40,2712,,false,Approved
386,13,892,,false,Approved
387,100,832,,true,Approved
388,35,1033,,true,Approved
389,17,2834,,true,Approved
390,79,3015,,false,Approved
391,86,3484,,false,Approved
392,9,2775,,false,Approved
393,58,1208,,true,Approved
394,58,2109,,false,Approved
395,43,3195,,true,Approved
396,88,3366,,true,Approved
397,15,2492,,false,Approved
398,6,389,,true,Approved
399,83,1306,,,Approved
400,0,552,,true,Approved
401,82,3009,,false,Approved
402,88,2925,,false,Approved
403,14,140,,false,Approved
404,67,209,,true,Approved
405,76,225,,false,Approved
406,0,1595,,false,Approved
407,0,2559,,true,Approved
408,18,769,,false,Approved
409,23,1282,,false,Approved
410,82,2377,,false,Approved
411,62,3355,,false,Approved
412,20,2350,,true,Approved
413,60,720,,false,Approved
414,65,3249,,true,Approved
415,76,2939,,true,Approved
416,17,1035,,true,Approved
417,73,492,,false,Approved
418,39,3100,,true,Approved
419,34,1586,,false,Approved
420,97,31,,true,Approved
421,9,887,,false,Approved
422,11,3356,,false,Approved
423,82,2498,,true,Approved
424,96,3415,,true,Approved
425,28,2828,,false,Approved
426,39,3117,,true,Approved
427,70,2850,,false,Approved
428,62,2779,,true,Approved
429,84,683,,false,Approved
430,21,2342,,false,Approved
431,7,3388,,false,Approved
432,79,1968,,true,Approved
433,39,2923,,true,Approved
434,67,15,,false,Approved
435,4,2659,,true,Approved
436,96,3417,,true,Approved
437,13,1862,,true,Approved
438,76,1670,,false,Approved
439,33,2126,,true,Approved
440,54,2702,,true,Approved
441,93,125,,true,Approved
442,63,750,,true,Approved
443,52,359,,false,Approved
444,33,2820,,false,Approved
445,65,850,,true,Approved
446,50,3072,,false,Approved
447,0,820,,false,Approved
448,4,919,,true,Approved
449,26,1250,,false,Approved
450,5,1655,,false,Approved
451,29,1194,,true,Approved
452,80,234,,false,Approved
453,9,724,,false,Approved
454,9,1976,,false,Approved
455,24,193,,true,Approved
456,84,1588,,true,Approved
457,100,290,,false,Approved
458,7,167,,false,Approved
459,51,2821,,true,Approved
460,21,1201,,false,Approved
461,46,893,,false,Approved
462,62,2794,,true,Approved
463,96,3166,,true,Approved
464,81,1422,,false,Approved
465,31,3476,,false,Approved
466,13,505,,true,Approved
467,59,1132,,false,Approved
468,53,2363,,true,Approved
469,12,1816,,false,Approved
470,18,73,,false,Approved
471,18,647,,true,Approved
472,2,1304,,true,Approved
473,25,344,,false,Approved
474,18,1001,,true,Approved
475,16,2724,,false,Approved
476,21,1787,,true,Approved
477,73,367,,,Approved
478,98,524,,true,Approved
479,69,479,,true,Approved
480,52,1782,,true,Approved
481,16,361,,true,Approved
482,17,1135,,false,Approved
483,59,1591,,true,Approved
484,3,941,,true,Approved
485,87,804,,false,Approved
486,25,2729,,true,Approved
487,27,223,,true,Approved
488,10,1571,,true,Approved
489,82,2747,,false,Approved
490,11,506,,true,Approved
491,32,2676,,true,Approved
492,90,547,,true,Approved
493,44,2623,,true,Approved
494,92,1509,,true,Approved
495,21,479,,true,Approved
496,0,661,,false,Approved
497,62,1854,,true,Approved
498,72,125,,false,Approved
499,22,1037,,false,Approved
500,79,1446,,true,Approved
501,28,2810,,true,Approved
502,77,500,,true,Approved
503,87,2468,,true,Approved
504,5,1785,,false,Approved
505,66,2560,,false,Approved
506,66,1853,,false,Approved
507,71,3468,,true,Approved
508,91,3389,,false,Approved
509,17,3015,,false,Approved
510,85,3073,,true,Approved
511,24,683,,true,Approved
512,62,1020,,true,Approved
513,0,1052,,false,Approved
514,57,1679,,true,Approved
515,53,3330,,false,Approved
516,43,1591,,false,Approved
517,77,311,,true,Approved
518,84,1996,,false,Approved
519,77,997,,true,Approved
520,88,1276,,false,Approved
521,92,693,,false,Approved
522,7,3013,,false,Approved
523,84,2234,,true,Approved
524,99,1171,,true,Approved
525,37,1849,,false,Approved
526,20,827,,true,Approved
527,14,1499,,true,Approved
528,42,2233,,true,Approved
529,6,103,,true,Approved
530,62,1202,,,Approved
531,22,1494,,true,Approved
532,77,1559,,true,Approved
533,57,3381,,false,Approved
534,14,1517,,false,Approved
535,30,776,,true,Approved
536,36,1018,,true,Approved
537,4,3280,,true,Approved
538,74,1042,,false,Approved
539,38,1312,,true,Approved
540,40,682,,true,Approved
541,80,1499,,true,Approved
542,96,1555,,false,Approved
543,45,246,,false,Approved
544,0,2734,,true,Approved
545,45,2336,,false,Approved
546,73,2391,,true,Approved
547,94,2139,,true,Approved
548,89,867,,true,Approved
549,1,543,,false,Approved
550,77,2839,,false,Approved
551,0,3382,,true,Approved
552,21,333,,true,Approved
553,96,2826,,false,Approved
554,12,1707,,false,Approved
555,90,1198,,true,Approved
556,91,359,,false,Approved
557,54,170,,true,Approved
558,0,3481,,false,Approved
559,20,3104,,,Approved
560,7,695,,false,Approved
561,65,2298,,false,Approved
562,53,753,,false,Approved
563,97,3071,,false,Approved
564,45,1913,,true,Approved
565,65,2633,,false,Approved
566,90,178,,false,Approved
567,12,252,,false,Approved
568,10,1032,,true,Approved
569,76,1094,,false,Approved
570,68,1396,,true,Approved
571,2,1186,,false,Approved
572,4,2770,,true,Approved
573,89,2271,,false,Approved
574,89,2518,,true,Approved
575,18,3197,,true,Approved
576,66,2538,,false,Approved
577,1,149,,,Approved
578,63,1579,,true,Approved
579,51,1979,,true,Approved
580,66,1447,,true,Approved
581,52,2618,,false,Approved
582,9,1224,,true,Approved
583,0,3053,,false,Approved
584,43,1019,,true,Cancelled
585,56,1677,,false,Approved
586,95,1047,,true,Approved
587,82,1320,,false,Approved
588,44,823,,true,Approved
589,7,854,,false,Approved
590,0,1141,,true,Approved
591,87,1574,,false,Approved
592,31,132,,false,Approved
593,20,1399,,true,Approved
594,2,2118,,false,Approved
595,84,825,,false,Approved
596,86,1691,,false,Approved
597,12,345,,false,Approved
598,15,1665,,true,Approved
599,45,1059,,true,Approved
600,0,964,,false,Approved
601,76,1466,,true,Approved
602,89,3477,,true,Approved
603,52,3318,,true,Approved
604,96,2490,,true,Approved
605,0,3023,,false,Approved
606,70,2878,,false,Approved
607,48,2754,,true,Approved
608,65,266,,false,Approved
609,74,1409,,false,Approved
610,85,3482,,false,Approved
611,85,368,,true,Approved
612,2,3275,,false,Approved
613,91,904,,false,Approved
614,24,2536,,true,Approved
615,81,375,,true,Approved
616,9,2694,,true,Approved
617,12,3285,,false,Approved
618,79,3016,,true,Approved
619,12,3493,,false,Approved
620,89,864,,false,Approved
621,62,2510,,false,Approved
622,89,3097,,false,Approved
623,94,2156,,false,Approved
624,0,1600,,false,Approved
625,82,2033,,false,Approved
626,34,1999,,false,Approved
627,90,968,,false,Approved
628,3,2060,,true,Approved
629,100,2569,,false,Approved
630,92,2853,,true,Approved
631,3,818,,false,Approved
632,62,3164,,true,Approved
633,49,2211,,true,Approved
634,83,2069,,false,Approved
635,41,2296,,true,Approved
636,35,2836,,false,Approved
637,96,524,,false,Approved
638,95,1436,,false,Approved
639,21,482,,false,Approved
640,95,760,,false,Approved
641,93,757,,false,Approved
642,30,1570,,false,Approved
643,0,3245,,false,Approved
644,97,1841,,false,Approved
645,99,3039,,false,Approved
646,3,2590,,false,Approved
647,54,2175,,true,Approved
648,84,485,,true,Approved
649,53,606,,false,Approved
650,42,761,,false,Approved
651,64,3154,,false,Approved
652,4,1739,,true,Approved
653,26,2700,,true,Approved
654,56,1775,,false,Approved
655,8,46,,false,Approved
656,26,3470,,false,Approved
657,22,3190,,true,Approved
658,30,3076,,false,Approved
659,0,2240,,true,Approved
660,87,2814,,false,Approved
661,87,29,,false,Approved
662,41,2072,,false,Approved
663,71,2486,,true,Approved
664,100,2383,,true,Approved
665,35,759,,true,Approved
666,62,2777,,true,Approved
667,72,3109,,false,Approved
668,69,3190,,false,Approved
669,68,3420,,false,Approved
670,5,112,,false,Approved
671,67,2874,,false,Approved
672,32,940,,true,Approved
673,61,1952,,true,Approved
674,69,1618,,true,Approved
675,0,1817,,true,Approved
676,30,1665,,false,Approved
677,0,2609,,false,Approved
678,61,626,,false,Approved
679,74,693,,true,Approved
680,32,2151,,true,Approved
681,75,3085,,true,Approved
682,34,1747,,false,Approved
683,73,2095,,false,Approved
684,99,1289,,false,Approved
685,34,2347,,false,Approved
686,54,1762,,false,Approved
687,66,1374,,false,Approved
688,40,836,,false,Approved
689,88,2310,,true,Approved
690,15,1371,,false,Approved
691,8,1385,,false,Approved
692,36,2744,,false,Approved
693,8,2999,,true,Approved
694,0,294,,true,Approved
695,78,1282,,false,Approved
696,64,1400,,false,Approved
697,29,2285,,false,Approved
698,88,623,,true,Approved
699,60,1535,,false,Approved
700,58,2153,,true,Approved
701,51,2477,,false,Approved
702,54,2368,,true,Approved
703,24,211,,true,Approved
704,0,1874,,false,Approved
705,50,2243,,false,Approved
706,54,1329,,true,Approved
707,86,260,,false,Approved
708,80,2587,,true,Approved
709,41,2606,,false,Approved
710,5,437,,false,Approved
711,35,1117,,true,Approved
712,82,2101,,false,Approved
713,47,2638,,true,Approved
714,0,2554,,true,Approved
715,65,3393,,false,Approved
716,91,1929,,true,Approved
717,5,2167,,false,Approved
718,13,2618,,false,Approved
719,95,1753,,false,Approved
720,0,1480,,true,Approved
721,5,364,,false,Approved
722,27,633,,false,Approved
723,19,1284,,false,Approved
724,53,521,,true,Approved
725,29,2839,,true,Approved
726,71,352,,false,Approved
727,94,3486,,false,Approved
728,14,3048,,true,Approved
729,52,1791,,false,Approved
730,62,1721,,true,Approved
731,0,411,,false,Approved
732,35,1644,,false,Approved
733,50,679,,true,Approved
734,74,2989,,true,Approved
735,32,2485,,true,Approved
736,55,459,,true,Approved
737,42,669,,true,Approved
738,26,2894,,false,Approved
739,37,2184,,false,Approved
740,3,2908,,true,Approved
741,56,1340,,true,Approved
742,0,2419,,false,Approved
743,28,445,,true,Approved
744,78,463,,true,Approved
745,69,255,,false,Approved
746,98,1210,,true,Approved
747,32,3499,,false,Approved
748,80,2865,,true,Approved
749,9,2167,,true,Approved
750,75,2195,,false,Approved
751,14,1754,,false,Approved
752,59,1881,,true,Approved
753,22,1216,,false,Cancelled
754,85,1192,,false,Approved
755,53,229,,true,Approved
756,60,2383,,true,Approved
757,27,2488,,false,Approved
758,94,3278,,true,Approved
759,94,3435,,true,Approved
760,8,1068,,true,Approved
761,4,2428,,,Approved
762,6,2055,,false,Approved
763,44,1084,,false,Approved
764,69,3435,,true,Approved
765,75,57,,false,Approved
766,93,418,,false,Approved
767,31,2554,,true,Approved
768,81,2810,,false,Approved
769,69,285,,true,Approved
770,4,2414,,,Approved
771,95,1286,,false,Approved
772,58,1694,,true,Approved
773,39,2265,,false,Approved
774,12,3402,,false,Approved
775,31,94,,true,Approved
776,64,2701,,false,Approved
777,35,3335,,true,Approved
778,90,1580,,false,Approved
779,2,2832,,true,Approved
780,94,1608,,false,Approved
781,0,897,,true,Approved
782,69,3220,,false,Approved
783,0,2453,,false,Approved
784,81,2755,,true,Approved
785,34,3094,,true,Approved
786,0,666,,true,Approved
787,67,2981,,false,Approved
788,89,1739,,false,Approved
789,69,1877,,true,Approved
790,18,2346,,false,Approved
791,64,1147,,false,Approved
792,80,3061,,true,Approved
793,3,283,,true,Approved
794,71,1030,,true,Approved
795,5,2035,,true,Cancelled
796,71,1411,,false,Approved
797,30,269,,false,Approved
798,3,729,,true,Approved
799,3,2508,,true,Approved
800,87,1200,,false,Approved
801,21,1432,,false,Approved
802,36,772,,false,Approved
803,67,398,,false,Approved
804,12,475,,false,Approved
805,34,1753,,false,Approved
806,82,3028,,true,Approved
807,12,3284,,true,Approved
808,99,2158,,false,Approved
809,41,357,,false,Approved
810,47,1016,,true,Approved
811,19,700,,true,Approved
812,42,2153,,false,Approved
813,76,673,,false,Approved
814,0,928,,false,Approved
815,22,3421,,true,Approved
816,95,892,,true,Approved
817,18,2672,,false,Approved
818,98,2989,,false,Approved
819,38,2306,,true,Approved
820,32,3467,,false,Approved
821,2,3091,,true,Approved
822,45,995,,true,Approved
823,51,56,,false,Approved
824,75,3256,,false,Approved
825,30,513,,true,Approved
826,2,1307,,false,Approved
827,27,532,,true,Approved
828,36,1331,,false,Approved
829,1,1060,,false,Approved
830,82,2509,,true,Approved
831,23,2524,,true,Approved
832,16,98,,false,Approved
833,44,3175,,true,Approved
834,88,1893,,false,Approved
835,18,1477,,false,Approved
836,46,40,,false,Approved
837,76,1791,,false,Approved
838,85,2288,,false,Approved
839,54,1779,,false,Approved
840,30,3263,,true,Approved
841,45,955,,true,Approved
842,0,294,,true,Approved
843,21,2783,,true,Approved
844,40,3412,,,Approved
845,81,1003,,true,Approved
846,95,1051,,false,Approved
847,54,183,,false,Approved
848,38,959,,true,Approved
849,57,27,,true,Approved
850,93,2207,,false,Approved
851,0,3086,,true,Approved
852,4,637,,false,Approved
853,56,1190,,false,Approved
854,32,2177,,false,Approved
855,2,1671,,false,Approved
856,0,2247,,false,Approved
857,32,2344,,true,Approved
858,81,2440,,true,Cancelled
859,40,967,,true,Approved
860,78,467,,false,Approved
861,16,2628,,true,Approved
862,92,71,,false,Approved
863,100,2412,,true,Approved
864,95,565,,false,Approved
865,56,1211,,false,Approved
866,87,79,,false,Approved
867,45,1731,,false,Approved
868,88,2685,,false,Approved
869,98,3187,,false,Approved
870,19,3078,,true,Approved
871,38,3488,,false,Approved
872,68,1970,,false,Approved
873,78,3180,,true,Approved
874,73,2054,,true,Approved
875,86,178,,true,Approved
876,40,2341,,true,Approved
877,7,1082,,true,Approved
878,1,1980,,true,Approved
879,3,2101,,true,Cancelled
880,45,1512,,true,Approved
881,43,1770,,false,Approved
882,66,1537,,true,Approved
883,38,247,,false,Approved
884,51,257,,false,Approved
885,36,482,,true,Approved
886,8,1298,,true,Approved
887,41,2448,,false,Approved
888,55,461,,true,Approved
889,87,3326,,false,Approved
890,100,2140,,true,Approved
891,40,943,,true,Approved
892,0,2384,,true,Approved
893,66,1978,,false,Cancelled
894,6,2997,,true,Approved
895,39,2025,,false,Approved
896,53,43,,false,Approved
897,46,1935,,true,Approved
898,0,1710,,true,Approved
899,96,1513,,true,Approved
900,77,2567,,true,Approved
901,59,3433,,false,Approved
902,0,6,,false,Approved
903,81,2688,,true,Approved
904,67,3195,,false,Approved
905,2,405,,false,Approved
906,60,1060,,true,Approved
907,5,2684,,true,Approved
908,93,1853,,false,Approved
909,27,399,,false,Approved
910,84,3285,,true,Approved
911,36,2473,,true,Approved
912,89,3044,,true,Approved
913,93,367,,true,Approved
914,85,2537,,true,Approved
915,39,2756,,,Approved
916,76,1368,,true,Approved
917,53,224,,true,Approved
918,35,2281,,,Approved
919,86,1405,,false,Approved
920,78,2309,,true,Approved
921,53,2734,,true,Approved
922,9,1527,,false,Approved
923,69,1181,,true,Approved
924,2,295,,true,Approved
925,86,1186,,true,Cancelled
926,23,949,,true,Approved
927,63,2378,,true,Approved
928,80,1363,,true,Approved
929,24,2599,,true,Approved
930,0,907,,false,Approved
931,4,1857,,false,Approved
932,50,2494,,true,Approved
933,79,508,,true,Approved
934,78,2475,,true,Approved
935,78,69,,false,Approved
936,2,2545,,false,Approved
937,35,1714,,false,Approved
938,56,1478,,true,Approved
939,67,534,,true,Approved
940,97,3197,,true,Approved
941,52,1072,,false,Approved
942,11,2505,,true,Approved
943,48,2954,,false,Approved
944,42,1278,,true,Approved
945,83,3047,,false,Approved
946,78,2097,,false,Approved
947,38,729,,true,Approved
948,97,1601,,false,Approved
949,50,1724,,false,Approved
950,21,175,,false,Approved
951,88,451,,false,Approved
952,0,2972,,false,Approved
953,49,2481,,true,Approved
954,39,273,,true,Approved
955,76,1650,,false,Approved
956,40,152,,true,Approved
957,12,2118,,false,Approved
958,15,233,,true,Approved
959,9,2758,,false,Approved
960,65,802,,false,Approved
961,40,2924,,true,Approved
962,21,3182,,false,Approved
963,52,43,,true,Approved
964,55,2142,,true,Approved
965,50,82,,false,Approved
966,41,636,,true,Approved
967,45,1000,,true,Approved
968,36,1138,,true,Approved
969,97,2979,,false,Approved
970,17,815,,false,Approved
971,23,3273,,false,Approved
972,5,316,,true,Approved
973,82,501,,true,Approved
974,39,2860,,false,Approved
975,0,1904,,true,Approved
976,63,1589,,false,Approved
977,52,1946,,true,Approved
978,0,2210,,false,Approved
979,18,2712,,true,Approved
980,56,3314,,true,Approved
981,10,2195,,true,Approved
982,3,147,,false,Approved
983,21,729,,false,Approved
984,98,2403,,true,Approved
985,55,2336,,true,Approved
986,64,860,,false,Approved
987,37,2627,,true,Approved
988,28,1193,,true,Approved
989,64,499,,true,Approved
990,43,1015,,false,Approved
991,89,2957,,true,Approved
992,1,2001,,true,Approved
993,15,662,,true,Approved
994,53,640,,false,Approved
995,3,1558,,false,Approved
996,60,2572,,true,Approved
997,59,689,,false,Approved
998,11,1041,,false,Approved
999,74,2217,,true,Approved
1000,79,2492,,true,Approved
1001,33,452,,true,Approved
1002,52,906,,false,Approved
1003,93,841,,true,Approved
1004,0,2254,,false,Cancelled
1005,10,2850,,false,Approved
1006,24,495,,false,Approved
1007,53,1617,,false,Approved
1008,80,1639,,false,Approved
1009,5,2897,,false,Approved
1010,84,1731,,true,Approved
1011,88,2057,,true,Approved
1012,55,1468,,false,Approved
1013,64,233,,true,Approved
